"Assignment","Class","Method","Antipattern","Confirmed","Explanation","Evidence"
"assignment-2-243","BurgerShop","confirmOrder","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `confirmOrder` method of the `BurgerShop` class exhibits complex logic with a high complexity score of 43. Given that it has 4 cases and is identified as a state machine pattern, this suggests that the logic is not straightforward and may lead to difficulties in maintenance and readability. Refactoring this switch statement using polymorphism, such as implementing the State pattern, would enhance the code's clarity and flexibility, making it easier to manage and extend","{
  ""overallPattern"": ""STATE_MACHINE"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""State machine pattern detected - consider State pattern"",
  ""methodName"": ""confirmOrder"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""BurgerShop"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""COMPLEX_LOGIC"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""STATE_MACHINE"",
      ""hasComplexLogic"": true,
      ""caseCount"": 4.0,
      ""complexityScore"": 43.0
    }
  ],
  ""avgComplexityScore"": ""43.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""HIGH"",
  ""contentPattern"": ""COMPLEX_LOGIC"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public void confirmOrder()"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""4.0"",
  ""totalCases"": ""4""
}"
"assignment-2-122","BurgerShop","confirmOrder","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `confirmOrder` method of the `BurgerShop` class exhibits high complexity, as indicated by the complexity score of 22.0 and the presence of complex logic within the cases. With a total of 6 cases across 2 switches, the average complexity and the mixed content pattern suggest that the logic is not straightforward and may lead to maintenance challenges. Given these factors, refactoring the switch statement to utilize polymorphism could simplify the code, enhance","{
  ""overallPattern"": ""SIMPLE_DISPATCH"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""Review for potential polymorphism replacement"",
  ""methodName"": ""confirmOrder"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""BurgerShop"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""MIXED"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""SIMPLE_DISPATCH"",
      ""hasComplexLogic"": true,
      ""caseCount"": 3.0,
      ""complexityScore"": 22.0
    },
    {
      ""contentPattern"": ""MIXED"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""SIMPLE_DISPATCH"",
      ""hasComplexLogic"": true,
      ""caseCount"": 3.0,
      ""complexityScore"": 22.0
    }
  ],
  ""avgComplexityScore"": ""22.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""HIGH"",
  ""contentPattern"": ""MIXED"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public void confirmOrder()"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""2"",
  ""avgCasesPerSwitch"": ""3.0"",
  ""totalCases"": ""6""
}"
"assignment-2-6","Extra","increasePrice","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `increasePrice` method exhibits complex logic, as indicated by the complexity score of 18.0 and the presence of a `STATE_CHANGE` content pattern. Given that the switch has only 2 cases but involves complex logic, it suggests that the current implementation may not be easily maintainable or extensible. Refactoring to use polymorphism could simplify the code, enhance readability, and allow for easier future modifications, especially if additional cases or behaviors are","{
  ""overallPattern"": ""SIMPLE_DISPATCH"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""Review for potential polymorphism replacement"",
  ""methodName"": ""increasePrice"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""Extra"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""STATE_CHANGE"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""SIMPLE_DISPATCH"",
      ""hasComplexLogic"": true,
      ""caseCount"": 2.0,
      ""complexityScore"": 18.0
    }
  ],
  ""avgComplexityScore"": ""18.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""MEDIUM"",
  ""contentPattern"": ""STATE_CHANGE"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""protected void increasePrice(SIZE size)"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""2.0"",
  ""totalCases"": ""2""
}"
"assignment-2-238","ArrayModify; MenuDisp; ModifyArray","getSizes; getCombo; removeNumber; getBurger","PotentialMissingInheritanceGroup","YES","Answer: YES: The presence of multiple methods across different classes that share similar functionality but lack a common inheritance hierarchy suggests a violation of the principles of object-oriented programming (OOP). Specifically, the absence of a common ancestor indicates that there may be an opportunity to refactor the code to promote code reuse and maintainability through inheritance or interfaces. This can lead to a more organized structure and reduce redundancy in method definitions.","{
  ""details"": ""Multiple methods suggest missing inheritance hierarchy"",
  ""methodExamples"": ""public ArrayList<String> getCombo(String nameBurger, String nameSnack, SIZE size, String nameDrink, ... | public ArrayList<String> getSizes(String name, float snackPrice, SIZE size, ArrayList<String> cartAr... | public float removeNumber(ArrayList<String> cartArray, int position) | public ArrayList<String> getBurger(String name, float price, ArrayList<String> cartArray)"",
  ""similarityScore"": ""0"",
  ""sharedMethodNames"": ""getSizes; getCombo; removeNumber; getBurger"",
  ""weaklyRelated"": ""true"",
  ""hasCommonAncestor"": ""false"",
  ""classes"": ""ArrayModify; MenuDisp; ModifyArray"",
  ""sharedMethodsCount"": ""4"",
  ""methodSignatures"": ""ArrayList<String> getSizes(String,float,SIZE,ArrayList<String>); ArrayList<String> getCombo(String,String,SIZE,String,float,ArrayList<String>); float removeNumber(ArrayList<String>,int); ArrayList<String> getBurger(String,float,ArrayList<String>)""
}"
"assignment-2-238","ArrayModify; ModifyArray","","RedundantInheritanceGroup","YES","Answer: YES: The presence of multiple classes redundantly inheriting from the same parent class (in this case, `Increment`) indicates a violation of the DRY (Don't Repeat Yourself) principle in object-oriented programming. This redundancy can lead to maintenance challenges, increased complexity, and potential inconsistencies in behavior across the child classes. It is advisable to refactor the design to eliminate the redundant inheritance.","{
  ""childClasses"": ""ArrayModify; ModifyArray"",
  ""childCount"": ""2"",
  ""details"": ""2 classes redundantly inherit from Increment"",
  ""severity"": ""HIGH"",
  ""pattern"": ""Multiple classes with same redundant inheritance"",
  ""parentClass"": ""Increment""
}"
"assignment-2-239","Cart","checkMissedCombo","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `checkMissedCombo` method exhibits complex logic and has a high complexity score of 22.0, which indicates that the logic within the switch cases is not straightforward. Additionally, the presence of mixed content patterns and the fact that there are two switches with a total of six cases further complicates the structure. Given these factors, it is advisable to consider refactoring the switch statement with polymorphism to improve maintainability and readability, as well as","{
  ""overallPattern"": ""SIMPLE_DISPATCH"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""Review for potential polymorphism replacement"",
  ""methodName"": ""checkMissedCombo"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""Cart"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""MIXED"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""SIMPLE_DISPATCH"",
      ""hasComplexLogic"": true,
      ""caseCount"": 3.0,
      ""complexityScore"": 22.0
    },
    {
      ""contentPattern"": ""MIXED"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""SIMPLE_DISPATCH"",
      ""hasComplexLogic"": true,
      ""caseCount"": 3.0,
      ""complexityScore"": 22.0
    }
  ],
  ""avgComplexityScore"": ""22.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""HIGH"",
  ""contentPattern"": ""MIXED"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public boolean checkMissedCombo()"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""2"",
  ""avgCasesPerSwitch"": ""3.0"",
  ""totalCases"": ""6""
}"
"assignment-2-230","Combo","adjustPrice","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `adjustPrice` method exhibits complex logic, as indicated by the complexity score of 18.0 and the presence of a `STATE_CHANGE` content pattern. Given that the switch has only 2 cases but involves complex logic, it suggests that the current implementation may not be easily maintainable or extendable. Refactoring with polymorphism could simplify the code by encapsulating the behavior associated with each case into separate classes, thereby enhancing readability and reducing the","{
  ""overallPattern"": ""SIMPLE_DISPATCH"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""Review for potential polymorphism replacement"",
  ""methodName"": ""adjustPrice"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""Combo"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""STATE_CHANGE"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""SIMPLE_DISPATCH"",
      ""hasComplexLogic"": true,
      ""caseCount"": 2.0,
      ""complexityScore"": 18.0
    }
  ],
  ""avgComplexityScore"": ""18.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""MEDIUM"",
  ""contentPattern"": ""STATE_CHANGE"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public void adjustPrice()"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""2.0"",
  ""totalCases"": ""2""
}"
"assignment-2-230","Drink","adjustPrice","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `adjustPrice` method exhibits complex logic and has a complexity score of 18.0, which indicates that it is not a simple mapping and involves more intricate decision-making. Given that the switch has only 2 cases but contains complex logic, it suggests that the current implementation may be difficult to maintain and extend. Refactoring this switch statement to use polymorphism could improve code readability, reduce complexity, and enhance maintainability by encapsulating the behavior associated","{
  ""overallPattern"": ""SIMPLE_DISPATCH"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""Review for potential polymorphism replacement"",
  ""methodName"": ""adjustPrice"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""Drink"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""STATE_CHANGE"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""SIMPLE_DISPATCH"",
      ""hasComplexLogic"": true,
      ""caseCount"": 2.0,
      ""complexityScore"": 18.0
    }
  ],
  ""avgComplexityScore"": ""18.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""MEDIUM"",
  ""contentPattern"": ""STATE_CHANGE"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public void adjustPrice()"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""2.0"",
  ""totalCases"": ""2""
}"
"assignment-2-230","Snack","adjustPrice","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `adjustPrice` method exhibits complex logic and has a complexity score of 18.0, which indicates that it is not a simple dispatch. Given that it has only 2 cases but involves complex logic, it suggests that the switch statement may be handling multiple responsibilities or conditions that could be better managed through polymorphism. Refactoring to use polymorphism could enhance code readability, maintainability, and scalability by encapsulating the behavior associated with each case in","{
  ""overallPattern"": ""SIMPLE_DISPATCH"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""Review for potential polymorphism replacement"",
  ""methodName"": ""adjustPrice"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""Snack"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""STATE_CHANGE"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""SIMPLE_DISPATCH"",
      ""hasComplexLogic"": true,
      ""caseCount"": 2.0,
      ""complexityScore"": 18.0
    }
  ],
  ""avgComplexityScore"": ""18.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""MEDIUM"",
  ""contentPattern"": ""STATE_CHANGE"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public void adjustPrice()"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""2.0"",
  ""totalCases"": ""2""
}"
"assignment-2-232","BurgerShop","addBurger","SwitchComplexity","YES","**Answer: YES**: The switch statement in the `addBurger` method has 7 cases, which exceeds the guideline threshold of 3 simple cases. Although the logic is not complex, the use of a switch with multiple cases suggests that it could benefit from polymorphism to improve maintainability and scalability. Refactoring to use polymorphism would allow for cleaner code and easier extension in the future, aligning with the factory pattern identified in the analysis.","{
  ""overallPattern"": ""FACTORY_PATTERN"",
  ""hasObjectCreation"": ""true"",
  ""suggestion"": ""Switch has many cases - consider polymorphism"",
  ""methodName"": ""addBurger"",
  ""hasComplexLogic"": ""false"",
  ""className"": ""BurgerShop"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""METHOD_DISPATCH"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": true,
      ""patternType"": ""FACTORY_PATTERN"",
      ""hasComplexLogic"": false,
      ""caseCount"": 7.0,
      ""complexityScore"": 36.0
    }
  ],
  ""avgComplexityScore"": ""36.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""MEDIUM"",
  ""contentPattern"": ""METHOD_DISPATCH"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public void addBurger(String name, float price)"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""7.0"",
  ""totalCases"": ""7""
}"
"assignment-2-233","Combo","setSizePrice","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `setSizePrice` method exhibits complex logic and has a complexity score of 17.0, which indicates that it is not a simple mapping and involves more intricate decision-making. Given that it has 3 cases and is categorized as a ""STATE_CHANGE"" pattern, it suggests that the logic could be better managed through polymorphism. Refactoring to use polymorphism could enhance code readability, maintainability, and scalability, especially if the logic within the","{
  ""overallPattern"": ""SIMPLE_DISPATCH"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""Review for potential polymorphism replacement"",
  ""methodName"": ""setSizePrice"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""Combo"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""STATE_CHANGE"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""SIMPLE_DISPATCH"",
      ""hasComplexLogic"": true,
      ""caseCount"": 3.0,
      ""complexityScore"": 17.0
    }
  ],
  ""avgComplexityScore"": ""17.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""MEDIUM"",
  ""contentPattern"": ""STATE_CHANGE"",
  ""isGetterSetter"": true,
  ""methodSignature"": ""public float setSizePrice(float price, SIZE size)"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""3.0"",
  ""totalCases"": ""3""
}"
"assignment-2-233","Food","setSizePrice","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `setSizePrice` method exhibits complex logic and has a complexity score of 17.0, which indicates that it is not a simple mapping and involves more than just straightforward case handling. Given that it has 3 cases and is categorized as a ""SIMPLE_DISPATCH"" with a ""STATE_CHANGE"" content pattern, it suggests that the logic could be better managed through polymorphism. Refactoring to use polymorphism would enhance maintainability, readability","{
  ""overallPattern"": ""SIMPLE_DISPATCH"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""Review for potential polymorphism replacement"",
  ""methodName"": ""setSizePrice"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""Food"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""STATE_CHANGE"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""SIMPLE_DISPATCH"",
      ""hasComplexLogic"": true,
      ""caseCount"": 3.0,
      ""complexityScore"": 17.0
    }
  ],
  ""avgComplexityScore"": ""17.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""MEDIUM"",
  ""contentPattern"": ""STATE_CHANGE"",
  ""isGetterSetter"": true,
  ""methodSignature"": ""public float setSizePrice(SIZE size)"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""3.0"",
  ""totalCases"": ""3""
}"
"assignment-2-227","BurgerShop","confirmOrder","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `confirmOrder` method of the `BurgerShop` class exhibits complex logic with a complexity score of 42. Given that it has 3 cases and is identified as a state machine pattern, this indicates that the logic is not straightforward and could benefit from refactoring. The presence of complex logic suggests that maintaining or extending this code could become cumbersome, making it a candidate for refactoring with polymorphism, such as implementing the State pattern. This would","{
  ""overallPattern"": ""STATE_MACHINE"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""State machine pattern detected - consider State pattern"",
  ""methodName"": ""confirmOrder"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""BurgerShop"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""COMPLEX_LOGIC"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""STATE_MACHINE"",
      ""hasComplexLogic"": true,
      ""caseCount"": 3.0,
      ""complexityScore"": 42.0
    }
  ],
  ""avgComplexityScore"": ""42.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""HIGH"",
  ""contentPattern"": ""COMPLEX_LOGIC"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public void confirmOrder()"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""3.0"",
  ""totalCases"": ""3""
}"
"assignment-2-106","BurgerShop","addSnack","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `addSnack` method of the `BurgerShop` class exhibits complex logic and a mixed pattern type, which indicates that it may not be straightforward or easily maintainable. With a complexity score of 20.0 and the presence of state change logic, this suggests that the switch is handling more than simple case mappings. Given that there are only two cases, the complexity is disproportionate to the number of cases, making it a candidate for refactoring","{
  ""overallPattern"": ""MIXED_LOGIC"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""Review for potential polymorphism replacement"",
  ""methodName"": ""addSnack"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""BurgerShop"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""STATE_CHANGE"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""MIXED_LOGIC"",
      ""hasComplexLogic"": true,
      ""caseCount"": 2.0,
      ""complexityScore"": 20.0
    }
  ],
  ""avgComplexityScore"": ""20.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""MEDIUM"",
  ""contentPattern"": ""STATE_CHANGE"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public void addSnack(String name, float price, SIZE size)"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""2.0"",
  ""totalCases"": ""2""
}"
"assignment-2-106","BurgerShop","addDrink","SwitchComplexity","YES","Answer: YES: The switch statement in the `addDrink` method exhibits complex logic and is identified as a state machine pattern. With a complexity score of 23.0 and the presence of multiple cases (2 in total), it suggests that the logic is not straightforward and could benefit from refactoring. Implementing the State pattern would enhance maintainability and readability, reducing the complexity associated with managing state transitions within the switch statement.","{
  ""overallPattern"": ""STATE_MACHINE"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""State machine pattern detected - consider State pattern"",
  ""methodName"": ""addDrink"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""BurgerShop"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""STATE_CHANGE"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""STATE_MACHINE"",
      ""hasComplexLogic"": true,
      ""caseCount"": 2.0,
      ""complexityScore"": 23.0
    }
  ],
  ""avgComplexityScore"": ""23.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""MEDIUM"",
  ""contentPattern"": ""STATE_CHANGE"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public void addDrink(String name, float price, SIZE size)"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""2.0"",
  ""totalCases"": ""2""
}"
"assignment-2-228","Cart","addSide","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `addSide` method exhibits complex logic and has a complexity score of 17.0, which indicates that it is not a simple mapping and involves more than just straightforward case handling. Given that there are 3 cases and the overall pattern is classified as ""SIMPLE_DISPATCH,"" it suggests that the switch is handling state changes in a way that could benefit from polymorphism. Refactoring to use polymorphism could improve code maintainability, readability,","{
  ""overallPattern"": ""SIMPLE_DISPATCH"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""Review for potential polymorphism replacement"",
  ""methodName"": ""addSide"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""Cart"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""STATE_CHANGE"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""SIMPLE_DISPATCH"",
      ""hasComplexLogic"": true,
      ""caseCount"": 3.0,
      ""complexityScore"": 17.0
    }
  ],
  ""avgComplexityScore"": ""17.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""MEDIUM"",
  ""contentPattern"": ""STATE_CHANGE"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public void addSide(String name, float price, SIZE size)"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""3.0"",
  ""totalCases"": ""3""
}"
"assignment-2-228","Cart","addCombo","SwitchComplexity","YES","**Answer: YES**: The switch statement in the `addCombo` method exhibits complex logic with a complexity score of 22.0, which indicates that it is not a simple mapping and involves more intricate decision-making. Given that the switch has 3 cases and is categorized as having complex logic, it suggests that the current implementation may be difficult to maintain and extend. Refactoring with polymorphism could simplify the code by encapsulating the behavior associated with each case into separate classes, thereby enhancing readability","{
  ""overallPattern"": ""SIMPLE_DISPATCH"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""Review for potential polymorphism replacement"",
  ""methodName"": ""addCombo"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""Cart"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""STATE_CHANGE"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""SIMPLE_DISPATCH"",
      ""hasComplexLogic"": true,
      ""caseCount"": 3.0,
      ""complexityScore"": 22.0
    }
  ],
  ""avgComplexityScore"": ""22.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""MEDIUM"",
  ""contentPattern"": ""STATE_CHANGE"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public void addCombo(String nameBurger, float priceBurger, String nameSnack, float priceSnack, String nameDrink, float priceDrink, SIZE size)"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""3.0"",
  ""totalCases"": ""3""
}"
"assignment-2-221","BurgerShop","calculateWaitingTime","SwitchComplexity","YES","Answer: YES: The switch statement in the `calculateWaitingTime` method exhibits complex logic with a high complexity score of 66.0 and contains 4 cases, indicating that it is not a simple mapping. Given that it follows a state machine pattern, refactoring it to use the State pattern would enhance maintainability and readability, reducing the risk of errors associated with complex switch logic.","{
  ""overallPattern"": ""STATE_MACHINE"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""State machine pattern detected - consider State pattern"",
  ""methodName"": ""calculateWaitingTime"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""BurgerShop"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""COMPLEX_LOGIC"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""STATE_MACHINE"",
      ""hasComplexLogic"": true,
      ""caseCount"": 4.0,
      ""complexityScore"": 66.0
    }
  ],
  ""avgComplexityScore"": ""66.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""HIGH"",
  ""contentPattern"": ""COMPLEX_LOGIC"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public String calculateWaitingTime(List<Item> cart)"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""4.0"",
  ""totalCases"": ""4""
}"
"assignment-2-222","BurgerShop","comboCheck","SwitchComplexity","YES","**Answer: YES**

The switch statement in the `comboCheck` method exhibits complex logic and has a complexity score of 20.0, which indicates that the logic is not straightforward and may involve multiple conditions or operations within each case. Given that the switch has 3 cases and is categorized as having complex logic, it suggests that the current implementation could benefit from refactoring to use polymorphism. This would enhance maintainability, readability, and potentially reduce the risk of errors associated with complex switch statements","{
  ""overallPattern"": ""SIMPLE_DISPATCH"",
  ""hasObjectCreation"": ""false"",
  ""suggestion"": ""Review for potential polymorphism replacement"",
  ""methodName"": ""comboCheck"",
  ""hasComplexLogic"": ""true"",
  ""className"": ""BurgerShop"",
  ""switchBreakdown"": [
    {
      ""contentPattern"": ""STATE_CHANGE"",
      ""isSimpleMapping"": false,
      ""isStringMapping"": false,
      ""hasObjectCreation"": false,
      ""patternType"": ""SIMPLE_DISPATCH"",
      ""hasComplexLogic"": true,
      ""caseCount"": 3.0,
      ""complexityScore"": 20.0
    }
  ],
  ""avgComplexityScore"": ""20.0"",
  ""isConfigurationSwitch"": false,
  ""highestSeverity"": ""MEDIUM"",
  ""contentPattern"": ""STATE_CHANGE"",
  ""isGetterSetter"": false,
  ""methodSignature"": ""public boolean comboCheck(ArrayList<ItemInCart> snacks, ArrayList<ItemInCart> drinks)"",
  ""isEventHandler"": false,
  ""totalSwitches"": ""1"",
  ""avgCasesPerSwitch"": ""3.0"",
  ""totalCases"": ""3""
}"
"assignment-2-216","ItemMenu; Combos","setCart; setPrice","PotentialMissingInheritanceGroup","YES","Answer: YES: The presence of multiple methods with similar names (`setCart` and `setPrice`) in different classes (`ItemMenu` and `Combos`) without a common ancestor suggests a lack of a proper inheritance hierarchy. This can lead to code duplication and maintenance challenges, indicating a potential violation of the DRY (Don't Repeat Yourself) principle. Establishing a common base class or interface could improve code organization and reusability.","{
  ""details"": ""Multiple methods suggest missing inheritance hierarchy"",
  ""methodExamples"": ""public void setCart(int cart) | public void setPrice(float price)"",
  ""similarityScore"": ""16"",
  ""sharedMethodNames"": ""setCart; setPrice"",
  ""weaklyRelated"": ""true"",
  ""hasCommonAncestor"": ""false"",
  ""classes"": ""ItemMenu; Combos"",
  ""sharedMethodsCount"": ""2"",
  ""methodSignatures"": ""void setCart(int); void setPrice(float)""
}"
